,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,ID
33136,2011-01-09,Saudi Arabia,Syria,1,2,AFC Asian Cup,Al Rayyan,Qatar,True,2011-01-09-Saudi Arabia-Syria
33137,2011-01-10,India,Australia,0,4,AFC Asian Cup,Doha,Qatar,True,2011-01-10-India-Australia
33138,2011-01-10,South Korea,Bahrain,2,1,AFC Asian Cup,Doha,Qatar,True,2011-01-10-South Korea-Bahrain
33141,2011-01-11,Iraq,Iran,1,2,AFC Asian Cup,Al Rayyan,Qatar,True,2011-01-11-Iraq-Iran
33144,2011-01-12,Qatar,China PR,2,0,AFC Asian Cup,Doha,Qatar,False,2011-01-12-Qatar-China PR
33145,2011-01-12,Uzbekistan,Kuwait,2,1,AFC Asian Cup,Doha,Qatar,True,2011-01-12-Uzbekistan-Kuwait
33146,2011-01-13,Jordan,Saudi Arabia,1,0,AFC Asian Cup,Al Rayyan,Qatar,True,2011-01-13-Jordan-Saudi Arabia
33147,2011-01-13,Syria,Japan,1,2,AFC Asian Cup,Doha,Qatar,True,2011-01-13-Syria-Japan
33148,2011-01-14,Australia,South Korea,1,1,AFC Asian Cup,Doha,Qatar,True,2011-01-14-Australia-South Korea
33149,2011-01-14,Bahrain,India,5,2,AFC Asian Cup,Doha,Qatar,True,2011-01-14-Bahrain-India
33155,2011-01-15,Iran,North Korea,1,0,AFC Asian Cup,Doha,Qatar,True,2011-01-15-Iran-North Korea
33156,2011-01-15,United Arab Emirates,Iraq,0,1,AFC Asian Cup,Al Rayyan,Qatar,True,2011-01-15-United Arab Emirates-Iraq
33158,2011-01-16,China PR,Uzbekistan,2,2,AFC Asian Cup,Doha,Qatar,True,2011-01-16-China PR-Uzbekistan
33161,2011-01-16,Qatar,Kuwait,3,0,AFC Asian Cup,Doha,Qatar,False,2011-01-16-Qatar-Kuwait
33165,2011-01-17,Jordan,Syria,2,1,AFC Asian Cup,Doha,Qatar,True,2011-01-17-Jordan-Syria
33166,2011-01-17,Saudi Arabia,Japan,0,5,AFC Asian Cup,Al Rayyan,Qatar,True,2011-01-17-Saudi Arabia-Japan
33167,2011-01-18,Australia,Bahrain,1,0,AFC Asian Cup,Doha,Qatar,True,2011-01-18-Australia-Bahrain
33169,2011-01-18,South Korea,India,4,1,AFC Asian Cup,Doha,Qatar,True,2011-01-18-South Korea-India
33173,2011-01-19,Iraq,North Korea,1,0,AFC Asian Cup,Al Rayyan,Qatar,True,2011-01-19-Iraq-North Korea
33174,2011-01-19,United Arab Emirates,Iran,0,3,AFC Asian Cup,Doha,Qatar,True,2011-01-19-United Arab Emirates-Iran
33178,2011-01-21,Qatar,Japan,2,3,AFC Asian Cup,Doha,Qatar,False,2011-01-21-Qatar-Japan
33179,2011-01-21,Uzbekistan,Jordan,2,1,AFC Asian Cup,Doha,Qatar,True,2011-01-21-Uzbekistan-Jordan
33180,2011-01-22,Australia,Iraq,1,0,AFC Asian Cup,Doha,Qatar,True,2011-01-22-Australia-Iraq
33181,2011-01-22,Iran,South Korea,0,1,AFC Asian Cup,Doha,Qatar,True,2011-01-22-Iran-South Korea
33186,2011-01-25,Japan,South Korea,2,2,AFC Asian Cup,Doha,Qatar,True,2011-01-25-Japan-South Korea
33187,2011-01-25,Uzbekistan,Australia,0,6,AFC Asian Cup,Doha,Qatar,True,2011-01-25-Uzbekistan-Australia
33188,2011-01-28,Uzbekistan,South Korea,2,3,AFC Asian Cup,Doha,Qatar,True,2011-01-28-Uzbekistan-South Korea
33189,2011-01-29,Australia,Japan,0,1,AFC Asian Cup,Doha,Qatar,True,2011-01-29-Australia-Japan
33196,2011-02-08,Romania,Ukraine,2,2,Cyprus International Tournament,Paralímni,Cyprus,True,2011-02-08-Romania-Ukraine
33238,2011-02-09,Sweden,Ukraine,1,1,Cyprus International Tournament,Nicosia,Cyprus,True,2011-02-09-Sweden-Ukraine
33265,2011-03-25,Austria,Belgium,0,2,UEFA Euro qualification,Vienna,Austria,False,2011-03-25-Austria-Belgium
33271,2011-03-25,Hungary,Netherlands,0,4,UEFA Euro qualification,Budapest,Hungary,False,2011-03-25-Hungary-Netherlands
33275,2011-03-25,Luxembourg,France,0,2,UEFA Euro qualification,Luxembourg,Luxembourg,False,2011-03-25-Luxembourg-France
33279,2011-03-25,Serbia,Northern Ireland,2,1,UEFA Euro qualification,Belgrade,Serbia,False,2011-03-25-Serbia-Northern Ireland
33280,2011-03-25,Slovenia,Italy,0,1,UEFA Euro qualification,Ljubljana,Slovenia,False,2011-03-25-Slovenia-Italy
33281,2011-03-25,Spain,Czech Republic,2,1,UEFA Euro qualification,Granada,Spain,False,2011-03-25-Spain-Czech Republic
33283,2011-03-26,Albania,Belarus,1,0,UEFA Euro qualification,Tirana,Albania,False,2011-03-26-Albania-Belarus
33284,2011-03-26,Andorra,Slovakia,0,1,UEFA Euro qualification,Sant Julià de Lòria,Andorra,False,2011-03-26-Andorra-Slovakia
33286,2011-03-26,Bosnia and Herzegovina,Romania,2,1,UEFA Euro qualification,Zenica,Bosnia and Herzegovina,False,2011-03-26-Bosnia and Herzegovina-Romania
33293,2011-03-26,Georgia,Croatia,1,0,UEFA Euro qualification,Tbilisi,Georgia,False,2011-03-26-Georgia-Croatia
33294,2011-03-26,Germany,Kazakhstan,4,0,UEFA Euro qualification,Kaiserslautern,Germany,False,2011-03-26-Germany-Kazakhstan
33296,2011-03-26,Republic of Ireland,North Macedonia,2,1,UEFA Euro qualification,Dublin,Republic of Ireland,False,2011-03-26-Republic of Ireland-North Macedonia
33297,2011-03-26,Israel,Latvia,2,1,UEFA Euro qualification,Jaffa,Israel,False,2011-03-26-Israel-Latvia
33303,2011-03-26,Malta,Greece,0,1,UEFA Euro qualification,Attard,Malta,False,2011-03-26-Malta-Greece
33305,2011-03-26,Norway,Denmark,1,1,UEFA Euro qualification,Oslo,Norway,False,2011-03-26-Norway-Denmark
33311,2011-03-26,Wales,England,0,2,UEFA Euro qualification,Cardiff,Wales,False,2011-03-26-Wales-England
33326,2011-03-29,Belgium,Azerbaijan,4,1,UEFA Euro qualification,Brussels,Belgium,False,2011-03-29-Belgium-Azerbaijan
33332,2011-03-29,Czech Republic,Liechtenstein,2,0,UEFA Euro qualification,České Budějovice,Czech Republic,False,2011-03-29-Czech Republic-Liechtenstein
33337,2011-03-29,Estonia,Serbia,1,1,UEFA Euro qualification,Tallinn,Estonia,False,2011-03-29-Estonia-Serbia
33342,2011-03-29,Israel,Georgia,1,0,UEFA Euro qualification,Jaffa,Israel,False,2011-03-29-Israel-Georgia
33345,2011-03-29,Lithuania,Spain,1,3,UEFA Euro qualification,Kaunas,Lithuania,False,2011-03-29-Lithuania-Spain
33347,2011-03-29,Netherlands,Hungary,5,3,UEFA Euro qualification,Amsterdam,Netherlands,False,2011-03-29-Netherlands-Hungary
33353,2011-03-29,Romania,Luxembourg,3,1,UEFA Euro qualification,Piatra Neamţ,Romania,False,2011-03-29-Romania-Luxembourg
33356,2011-03-29,Sweden,Moldova,2,1,UEFA Euro qualification,Solna,Sweden,False,2011-03-29-Sweden-Moldova
33357,2011-03-29,Turkey,Austria,2,0,UEFA Euro qualification,Istanbul,Turkey,False,2011-03-29-Turkey-Austria
33403,2011-06-03,Austria,Germany,1,2,UEFA Euro qualification,Vienna,Austria,False,2011-06-03-Austria-Germany
33404,2011-06-03,Belarus,France,1,1,UEFA Euro qualification,Minsk,Belarus,False,2011-06-03-Belarus-France
33405,2011-06-03,Belgium,Turkey,1,1,UEFA Euro qualification,Brussels,Belgium,False,2011-06-03-Belgium-Turkey
33406,2011-06-03,Croatia,Georgia,2,1,UEFA Euro qualification,Split,Croatia,False,2011-06-03-Croatia-Georgia
33407,2011-06-03,Faroe Islands,Slovenia,0,2,UEFA Euro qualification,Toftir,Faroe Islands,False,2011-06-03-Faroe Islands-Slovenia
33409,2011-06-03,Italy,Estonia,3,0,UEFA Euro qualification,Modena,Italy,False,2011-06-03-Italy-Estonia
33410,2011-06-03,Kazakhstan,Azerbaijan,2,1,UEFA Euro qualification,Astana,Kazakhstan,False,2011-06-03-Kazakhstan-Azerbaijan
33412,2011-06-03,Liechtenstein,Lithuania,2,0,UEFA Euro qualification,Vaduz,Liechtenstein,False,2011-06-03-Liechtenstein-Lithuania
33414,2011-06-03,Moldova,Sweden,1,4,UEFA Euro qualification,Chișinău,Moldova,False,2011-06-03-Moldova-Sweden
33415,2011-06-03,Romania,Bosnia and Herzegovina,3,0,UEFA Euro qualification,Bucharest,Romania,False,2011-06-03-Romania-Bosnia and Herzegovina
33416,2011-06-03,San Marino,Finland,0,1,UEFA Euro qualification,Serravalle,San Marino,False,2011-06-03-San Marino-Finland
33421,2011-06-04,England,Switzerland,2,2,UEFA Euro qualification,London,England,False,2011-06-04-England-Switzerland
33422,2011-06-04,Greece,Malta,3,1,UEFA Euro qualification,Piraeus,Greece,False,2011-06-04-Greece-Malta
33423,2011-06-04,Iceland,Denmark,0,2,UEFA Euro qualification,Reykjavík,Iceland,False,2011-06-04-Iceland-Denmark
33424,2011-06-04,Latvia,Israel,1,2,UEFA Euro qualification,Riga,Latvia,False,2011-06-04-Latvia-Israel
33425,2011-06-04,North Macedonia,Republic of Ireland,0,2,UEFA Euro qualification,Skopje,North Macedonia,False,2011-06-04-North Macedonia-Republic of Ireland
33426,2011-06-04,Montenegro,Bulgaria,1,1,UEFA Euro qualification,Podgorica,Montenegro,False,2011-06-04-Montenegro-Bulgaria
33429,2011-06-04,Portugal,Norway,1,0,UEFA Euro qualification,Lisbon,Portugal,False,2011-06-04-Portugal-Norway
33430,2011-06-04,Russia,Armenia,3,1,UEFA Euro qualification,Saint Petersburg,Russia,False,2011-06-04-Russia-Armenia
33432,2011-06-04,Slovakia,Andorra,1,0,UEFA Euro qualification,Bratislava,Slovakia,False,2011-06-04-Slovakia-Andorra
33443,2011-06-05,Costa Rica,Cuba,5,0,Gold Cup,Arlington,United States,True,2011-06-05-Costa Rica-Cuba
33449,2011-06-05,Mexico,El Salvador,5,0,Gold Cup,Arlington,United States,True,2011-06-05-Mexico-El Salvador
33455,2011-06-06,Jamaica,Grenada,4,0,Gold Cup,Carson,United States,True,2011-06-06-Jamaica-Grenada
33459,2011-06-07,Azerbaijan,Germany,1,3,UEFA Euro qualification,Baku,Azerbaijan,False,2011-06-07-Azerbaijan-Germany
33460,2011-06-07,Belarus,Luxembourg,2,0,UEFA Euro qualification,Minsk,Belarus,False,2011-06-07-Belarus-Luxembourg
33461,2011-06-07,Bosnia and Herzegovina,Albania,2,0,UEFA Euro qualification,Zenica,Bosnia and Herzegovina,False,2011-06-07-Bosnia and Herzegovina-Albania
33464,2011-06-07,Faroe Islands,Estonia,2,0,UEFA Euro qualification,Toftir,Faroe Islands,False,2011-06-07-Faroe Islands-Estonia
33470,2011-06-07,Panama,Guadeloupe,3,2,Gold Cup,Detroit,United States,True,2011-06-07-Panama-Guadeloupe
33473,2011-06-07,San Marino,Hungary,0,3,UEFA Euro qualification,Serravalle,San Marino,False,2011-06-07-San Marino-Hungary
33474,2011-06-07,Sweden,Finland,5,0,UEFA Euro qualification,Solna,Sweden,False,2011-06-07-Sweden-Finland
33475,2011-06-07,United States,Canada,2,0,Gold Cup,Detroit,United States,False,2011-06-07-United States-Canada
33478,2011-06-08,Uruguay,Netherlands,1,1,Copa Confraternidad,Montevideo,Uruguay,False,2011-06-08-Uruguay-Netherlands
33479,2011-06-09,Costa Rica,El Salvador,1,1,Gold Cup,Charlotte,United States,True,2011-06-09-Costa Rica-El Salvador
33480,2011-06-09,Cuba,Mexico,0,5,Gold Cup,Charlotte,United States,True,2011-06-09-Cuba-Mexico
33482,2011-06-10,Grenada,Honduras,1,7,Gold Cup,Miami,United States,True,2011-06-10-Grenada-Honduras
33483,2011-06-10,Jamaica,Guatemala,2,0,Gold Cup,Miami,United States,True,2011-06-10-Jamaica-Guatemala
33484,2011-06-11,Canada,Guadeloupe,1,0,Gold Cup,Tampa,United States,True,2011-06-11-Canada-Guadeloupe
33487,2011-06-11,United States,Panama,1,2,Gold Cup,Tampa,United States,False,2011-06-11-United States-Panama
33488,2011-06-12,El Salvador,Cuba,6,1,Gold Cup,Chicago,United States,True,2011-06-12-El Salvador-Cuba
33489,2011-06-12,Mexico,Costa Rica,4,1,Gold Cup,Chicago,United States,True,2011-06-12-Mexico-Costa Rica
33491,2011-06-13,Guatemala,Grenada,4,0,Gold Cup,Harrison,United States,True,2011-06-13-Guatemala-Grenada
33492,2011-06-13,Honduras,Jamaica,0,1,Gold Cup,Harrison,United States,True,2011-06-13-Honduras-Jamaica
33493,2011-06-14,Canada,Panama,1,1,Gold Cup,Kansas City,United States,True,2011-06-14-Canada-Panama
33494,2011-06-14,United States,Guadeloupe,1,0,Gold Cup,Kansas City,United States,False,2011-06-14-United States-Guadeloupe
33495,2011-06-15,Montserrat,Belize,2,5,FIFA World Cup qualification,Couva,Trinidad and Tobago,True,2011-06-15-Montserrat-Belize
33496,2011-06-18,Costa Rica,Honduras,1,1,Gold Cup,East Rutherford,United States,True,2011-06-18-Costa Rica-Honduras
33498,2011-06-18,Mexico,Guatemala,2,1,Gold Cup,East Rutherford,United States,True,2011-06-18-Mexico-Guatemala
33501,2011-06-19,Panama,El Salvador,1,1,Gold Cup,Washington,United States,True,2011-06-19-Panama-El Salvador
33502,2011-06-19,United States,Jamaica,2,0,Gold Cup,Washington,United States,False,2011-06-19-United States-Jamaica
33504,2011-06-22,Honduras,Mexico,0,2,Gold Cup,Houston,United States,True,2011-06-22-Honduras-Mexico
33505,2011-06-22,United States,Panama,1,0,Gold Cup,Houston,United States,False,2011-06-22-United States-Panama
33510,2011-06-25,United States,Mexico,2,4,Gold Cup,Pasadena,United States,False,2011-06-25-United States-Mexico
33533,2011-06-29,Afghanistan,Palestine,0,2,FIFA World Cup qualification,Tursunzoda,Tajikistan,True,2011-06-29-Afghanistan-Palestine
33534,2011-06-29,Bangladesh,Pakistan,3,0,FIFA World Cup qualification,Dhaka,Bangladesh,False,2011-06-29-Bangladesh-Pakistan
33535,2011-06-29,Cambodia,Laos,4,2,FIFA World Cup qualification,Phnom Penh,Cambodia,False,2011-06-29-Cambodia-Laos
33537,2011-06-29,Malaysia,Taiwan,2,1,FIFA World Cup qualification,Kuala Lumpur,Malaysia,False,2011-06-29-Malaysia-Taiwan
33538,2011-06-29,Mongolia,Myanmar,1,0,FIFA World Cup qualification,Ulaanbaatar,Mongolia,False,2011-06-29-Mongolia-Myanmar
33539,2011-06-29,Nepal,Timor-Leste,2,1,FIFA World Cup qualification,Kathmandu,Nepal,False,2011-06-29-Nepal-Timor-Leste
33540,2011-06-29,Sri Lanka,Philippines,1,1,FIFA World Cup qualification,Colombo,Sri Lanka,False,2011-06-29-Sri Lanka-Philippines
33541,2011-06-29,Vietnam,Macau,6,0,FIFA World Cup qualification,Ho Chi Minh City,Vietnam,False,2011-06-29-Vietnam-Macau
33545,2011-06-30,Isle of Man,Menorca,2,2,Island Games,Cowes,England,True,2011-06-30-Isle of Man-Menorca
33549,2011-07-01,Argentina,Bolivia,1,1,Copa América,La Plata,Argentina,False,2011-07-01-Argentina-Bolivia
33552,2011-07-02,Colombia,Costa Rica,1,0,Copa América,San Salvador de Jujuy,Argentina,True,2011-07-02-Colombia-Costa Rica
33554,2011-07-02,Nepal,Timor-Leste,5,0,FIFA World Cup qualification,Kathmandu,Nepal,False,2011-07-02-Nepal-Timor-Leste
33555,2011-07-02,Turks and Caicos Islands,Bahamas,0,4,FIFA World Cup qualification,Providenciales,Turks and Caicos Islands,False,2011-07-02-Turks and Caicos Islands-Bahamas
33557,2011-07-03,Myanmar,Mongolia,2,0,FIFA World Cup qualification,Yangon,Myanmar,False,2011-07-03-Myanmar-Mongolia
33558,2011-07-03,Laos,Cambodia,6,2,FIFA World Cup qualification,Vientiane,Laos,False,2011-07-03-Laos-Cambodia
33559,2011-07-03,Macau,Vietnam,1,7,FIFA World Cup qualification,Macau,Macau,False,2011-07-03-Macau-Vietnam
33561,2011-07-03,Palestine,Afghanistan,1,1,FIFA World Cup qualification,Al-Ram,Palestine,False,2011-07-03-Palestine-Afghanistan
33563,2011-07-03,Philippines,Sri Lanka,4,0,FIFA World Cup qualification,Manila,Philippines,False,2011-07-03-Philippines-Sri Lanka
33564,2011-07-03,United States Virgin Islands,British Virgin Islands,2,0,FIFA World Cup qualification,Charlotte Amalie,United States Virgin Islands,False,2011-07-03-United States Virgin Islands-British Virgin Islands
33565,2011-07-03,Taiwan,Malaysia,3,2,FIFA World Cup qualification,Taipei,Taiwan,False,2011-07-03-Taiwan-Malaysia
33566,2011-07-04,Chile,Mexico,2,1,Copa América,San Juan,Argentina,True,2011-07-04-Chile-Mexico
33567,2011-07-04,Uruguay,Peru,1,1,Copa América,San Juan,Argentina,True,2011-07-04-Uruguay-Peru
33572,2011-07-07,Bolivia,Costa Rica,0,2,Copa América,San Salvador de Jujuy,Argentina,True,2011-07-07-Bolivia-Costa Rica
33574,2011-07-08,Aruba,Saint Lucia,4,2,FIFA World Cup qualification,Oranjestad,Aruba,False,2011-07-08-Aruba-Saint Lucia
33575,2011-07-08,Dominican Republic,Anguilla,2,0,FIFA World Cup qualification,San Cristóbal,Dominican Republic,False,2011-07-08-Dominican Republic-Anguilla
33577,2011-07-08,Peru,Mexico,1,0,Copa América,Mendoza,Argentina,True,2011-07-08-Peru-Mexico
33578,2011-07-08,Uruguay,Chile,1,1,Copa América,Mendoza,Argentina,True,2011-07-08-Uruguay-Chile
33579,2011-07-09,Bahamas,Turks and Caicos Islands,6,0,FIFA World Cup qualification,Nassau,Bahamas,False,2011-07-09-Bahamas-Turks and Caicos Islands
33580,2011-07-09,Brazil,Paraguay,2,2,Copa América,Córdoba,Argentina,True,2011-07-09-Brazil-Paraguay
33583,2011-07-09,Venezuela,Ecuador,1,0,Copa América,Salta,Argentina,True,2011-07-09-Venezuela-Ecuador
33584,2011-07-10,British Virgin Islands,United States Virgin Islands,1,2,FIFA World Cup qualification,Road Town,British Virgin Islands,False,2011-07-10-British Virgin Islands-United States Virgin Islands
33585,2011-07-10,Colombia,Bolivia,2,0,Copa América,Santa Fe,Argentina,True,2011-07-10-Colombia-Bolivia
33586,2011-07-10,Dominican Republic,Anguilla,4,0,FIFA World Cup qualification,San Cristóbal,Dominican Republic,False,2011-07-10-Dominican Republic-Anguilla
33588,2011-07-11,Argentina,Costa Rica,3,0,Copa América,Córdoba,Argentina,False,2011-07-11-Argentina-Costa Rica
33589,2011-07-12,Chile,Peru,1,0,Copa América,Mendoza,Argentina,True,2011-07-12-Chile-Peru
33590,2011-07-12,Saint Lucia,Aruba,4,2,FIFA World Cup qualification,Castries,Saint Lucia,False,2011-07-12-Saint Lucia-Aruba
33591,2011-07-12,Uruguay,Mexico,1,0,Copa América,La Plata,Argentina,True,2011-07-12-Uruguay-Mexico
33592,2011-07-13,Brazil,Ecuador,4,2,Copa América,Córdoba,Argentina,True,2011-07-13-Brazil-Ecuador
33595,2011-07-13,Paraguay,Venezuela,3,3,Copa América,Salta,Argentina,True,2011-07-13-Paraguay-Venezuela
33600,2011-07-16,Argentina,Uruguay,1,1,Copa América,Santa Fe,Argentina,False,2011-07-16-Argentina-Uruguay
33601,2011-07-16,Colombia,Peru,0,2,Copa América,Córdoba,Argentina,True,2011-07-16-Colombia-Peru
33604,2011-07-17,Belize,Montserrat,3,1,FIFA World Cup qualification,San Pedro Sula,Honduras,True,2011-07-17-Belize-Montserrat
33605,2011-07-17,Brazil,Paraguay,0,0,Copa América,La Plata,Argentina,True,2011-07-17-Brazil-Paraguay
33606,2011-07-17,Chile,Venezuela,1,2,Copa América,San Juan,Argentina,True,2011-07-17-Chile-Venezuela
33611,2011-07-19,Peru,Uruguay,0,2,Copa América,La Plata,Argentina,True,2011-07-19-Peru-Uruguay
33612,2011-07-20,Paraguay,Venezuela,0,0,Copa América,Mendoza,Argentina,True,2011-07-20-Paraguay-Venezuela
33613,2011-07-23,China PR,Laos,7,2,FIFA World Cup qualification,Kunming,China PR,False,2011-07-23-China PR-Laos
33614,2011-07-23,Iran,Maldives,4,0,FIFA World Cup qualification,Tehran,Iran,False,2011-07-23-Iran-Maldives
33615,2011-07-23,Iraq,Yemen,2,0,FIFA World Cup qualification,Erbil,Iraq,False,2011-07-23-Iraq-Yemen
33616,2011-07-23,Jordan,Nepal,9,0,FIFA World Cup qualification,Amman,Jordan,False,2011-07-23-Jordan-Nepal
33617,2011-07-23,Kuwait,Philippines,3,0,FIFA World Cup qualification,Hawalli,Kuwait,False,2011-07-23-Kuwait-Philippines
33618,2011-07-23,Lebanon,Bangladesh,4,0,FIFA World Cup qualification,Beirut,Lebanon,False,2011-07-23-Lebanon-Bangladesh
33619,2011-07-23,Oman,Myanmar,2,0,FIFA World Cup qualification,Muscat,Oman,False,2011-07-23-Oman-Myanmar
33620,2011-07-23,Peru,Venezuela,4,1,Copa América,La Plata,Argentina,True,2011-07-23-Peru-Venezuela
33621,2011-07-23,Qatar,Vietnam,3,0,FIFA World Cup qualification,Doha,Qatar,False,2011-07-23-Qatar-Vietnam
33622,2011-07-23,Saudi Arabia,Hong Kong,3,0,FIFA World Cup qualification,Dammam,Saudi Arabia,False,2011-07-23-Saudi Arabia-Hong Kong
33623,2011-07-23,Singapore,Malaysia,5,3,FIFA World Cup qualification,Singapore,Singapore,False,2011-07-23-Singapore-Malaysia
33625,2011-07-23,Thailand,Palestine,1,0,FIFA World Cup qualification,Buriram,Thailand,False,2011-07-23-Thailand-Palestine
33626,2011-07-23,Turkmenistan,Indonesia,1,1,FIFA World Cup qualification,Ashgabat,Turkmenistan,False,2011-07-23-Turkmenistan-Indonesia
33627,2011-07-23,United Arab Emirates,India,3,0,FIFA World Cup qualification,Al Ain,United Arab Emirates,False,2011-07-23-United Arab Emirates-India
33628,2011-07-23,Uzbekistan,Kyrgyzstan,4,0,FIFA World Cup qualification,Tashkent,Uzbekistan,False,2011-07-23-Uzbekistan-Kyrgyzstan
33630,2011-07-24,Uruguay,Paraguay,3,0,Copa América,Buenos Aires,Argentina,True,2011-07-24-Uruguay-Paraguay
33632,2011-07-28,Bangladesh,Lebanon,2,0,FIFA World Cup qualification,Dhaka,Bangladesh,False,2011-07-28-Bangladesh-Lebanon
33633,2011-07-28,Myanmar,Oman,0,2,FIFA World Cup qualification,Yangon,Myanmar,False,2011-07-28-Myanmar-Oman
33634,2011-07-28,Hong Kong,Saudi Arabia,0,5,FIFA World Cup qualification,Siu Sai Wan,Hong Kong,False,2011-07-28-Hong Kong-Saudi Arabia
33635,2011-07-28,India,United Arab Emirates,2,2,FIFA World Cup qualification,New Delhi,India,False,2011-07-28-India-United Arab Emirates
33636,2011-07-28,Indonesia,Turkmenistan,4,3,FIFA World Cup qualification,Jakarta,Indonesia,False,2011-07-28-Indonesia-Turkmenistan
33637,2011-07-28,Kyrgyzstan,Uzbekistan,0,3,FIFA World Cup qualification,Bishkek,Kyrgyzstan,False,2011-07-28-Kyrgyzstan-Uzbekistan
33638,2011-07-28,Laos,China PR,1,6,FIFA World Cup qualification,Vientiane,Laos,False,2011-07-28-Laos-China PR
33639,2011-07-28,Malaysia,Singapore,1,1,FIFA World Cup qualification,Kuala Lumpur,Malaysia,False,2011-07-28-Malaysia-Singapore
33640,2011-07-28,Maldives,Iran,0,1,FIFA World Cup qualification,Malé,Maldives,False,2011-07-28-Maldives-Iran
33641,2011-07-28,Nepal,Jordan,1,1,FIFA World Cup qualification,Kathmandu,Nepal,False,2011-07-28-Nepal-Jordan
33642,2011-07-28,Palestine,Thailand,2,2,FIFA World Cup qualification,Al-Ram,Palestine,False,2011-07-28-Palestine-Thailand
33643,2011-07-28,Philippines,Kuwait,1,2,FIFA World Cup qualification,Manila,Philippines,False,2011-07-28-Philippines-Kuwait
33645,2011-07-28,Vietnam,Qatar,2,1,FIFA World Cup qualification,Hanoi,Vietnam,False,2011-07-28-Vietnam-Qatar
33679,2011-08-10,Northern Ireland,Faroe Islands,4,0,UEFA Euro qualification,Belfast,Northern Ireland,False,2011-08-10-Northern Ireland-Faroe Islands
33734,2011-09-02,Albania,France,1,2,UEFA Euro qualification,Tirana,Albania,False,2011-09-02-Albania-France
33735,2011-09-02,Andorra,Armenia,0,3,UEFA Euro qualification,Sant Julià de Lòria,Andorra,False,2011-09-02-Andorra-Armenia
33736,2011-09-02,Antigua and Barbuda,Curaçao,5,2,FIFA World Cup qualification,St. John's,Antigua and Barbuda,False,2011-09-02-Antigua and Barbuda-Curaçao
33738,2011-09-02,Australia,Thailand,2,1,FIFA World Cup qualification,Brisbane,Australia,False,2011-09-02-Australia-Thailand
33739,2011-09-02,Azerbaijan,Belgium,1,1,UEFA Euro qualification,Baku,Azerbaijan,False,2011-09-02-Azerbaijan-Belgium
33741,2011-09-02,Belarus,Bosnia and Herzegovina,0,2,UEFA Euro qualification,Minsk,Belarus,False,2011-09-02-Belarus-Bosnia and Herzegovina
33742,2011-09-02,Bulgaria,England,0,3,UEFA Euro qualification,Sofia,Bulgaria,False,2011-09-02-Bulgaria-England
33743,2011-09-02,Canada,Saint Lucia,4,1,FIFA World Cup qualification,Toronto,Canada,False,2011-09-02-Canada-Saint Lucia
33744,2011-09-02,China PR,Singapore,2,1,FIFA World Cup qualification,Kunming,China PR,False,2011-09-02-China PR-Singapore
33745,2011-09-02,Cyprus,Portugal,0,4,UEFA Euro qualification,Nicosia,Cyprus,False,2011-09-02-Cyprus-Portugal
33746,2011-09-02,Dominica,Nicaragua,0,2,FIFA World Cup qualification,Roseau,Dominica,False,2011-09-02-Dominica-Nicaragua
33748,2011-09-02,El Salvador,Dominican Republic,3,2,FIFA World Cup qualification,San Salvador,El Salvador,False,2011-09-02-El Salvador-Dominican Republic
33749,2011-09-02,Faroe Islands,Italy,0,1,UEFA Euro qualification,Tórshavn,Faroe Islands,False,2011-09-02-Faroe Islands-Italy
33750,2011-09-02,Finland,Moldova,4,1,UEFA Euro qualification,Helsinki,Finland,False,2011-09-02-Finland-Moldova
33751,2011-09-02,Georgia,Latvia,0,1,UEFA Euro qualification,Tbilisi,Georgia,False,2011-09-02-Georgia-Latvia
33752,2011-09-02,Germany,Austria,6,2,UEFA Euro qualification,Gelsenkirchen,Germany,False,2011-09-02-Germany-Austria
33754,2011-09-02,Grenada,Belize,0,3,FIFA World Cup qualification,St. George's,Grenada,False,2011-09-02-Grenada-Belize
33755,2011-09-02,Guyana,Barbados,2,0,FIFA World Cup qualification,Providence,Guyana,False,2011-09-02-Guyana-Barbados
33756,2011-09-02,Haiti,United States Virgin Islands,6,0,FIFA World Cup qualification,Port-au-Prince,Haiti,False,2011-09-02-Haiti-United States Virgin Islands
33757,2011-09-02,Hungary,Sweden,2,1,UEFA Euro qualification,Budapest,Hungary,False,2011-09-02-Hungary-Sweden
33758,2011-09-02,Iran,Indonesia,3,0,FIFA World Cup qualification,Tehran,Iran,False,2011-09-02-Iran-Indonesia
33759,2011-09-02,Iraq,Jordan,0,2,FIFA World Cup qualification,Erbil,Iraq,False,2011-09-02-Iraq-Jordan
33761,2011-09-02,Israel,Greece,0,1,UEFA Euro qualification,Jaffa,Israel,False,2011-09-02-Israel-Greece
33762,2011-09-02,Japan,North Korea,1,0,FIFA World Cup qualification,Saitama,Japan,False,2011-09-02-Japan-North Korea
33763,2011-09-02,South Korea,Lebanon,6,0,FIFA World Cup qualification,Goyang,South Korea,False,2011-09-02-South Korea-Lebanon
33765,2011-09-02,Luxembourg,Romania,0,2,UEFA Euro qualification,Luxembourg,Luxembourg,False,2011-09-02-Luxembourg-Romania
33766,2011-09-02,Malta,Croatia,1,3,UEFA Euro qualification,Attard,Malta,False,2011-09-02-Malta-Croatia
